R_fighter,B_fighter,date,location,Winner,weight_class,B_wins,B_losses,B_draw,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_wins,R_losses,R_draw,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Cathal Pendred,Gasan Umalatov,10/4/2014,"Stockholm, Sweden",Red,Welterweight,1,1,0,0,0,1,0,0,0,Orthodox,180.34,180.34,170,1,0,0,0,0,0,0,1,0,Orthodox,185.42,190.5,170,32,27
Akira Corassani,Max Holloway,10/4/2014,"Stockholm, Sweden",Blue,Featherweight,6,3,0,0,1,1,3,1,0,Orthodox,180.34,175.26,145,3,1,0,0,1,1,0,0,0,Orthodox,172.72,172.72,145,22,32
Dennis Siver,Charles Rosa,10/4/2014,"Stockholm, Sweden",Red,Featherweight,0,0,0,0,0,0,0,0,0,Switch,175.26,175.26,145,10,7,0,0,0,5,3,2,0,Orthodox,167.64,177.8,145,28,35
Gunnar Nelson,Rick Story,10/4/2014,"Stockholm, Sweden",Blue,Welterweight,10,6,0,0,2,4,2,2,0,Southpaw,175.26,180.34,170,4,0,0,0,0,1,0,3,0,Switch,180.34,182.88,170,30,26
Magnus Cedenblad,Scott Askham,10/4/2014,"Stockholm, Sweden",Red,Middleweight,0,0,0,0,0,0,0,0,0,Southpaw,190.5,190.5,185,2,1,0,0,0,0,0,2,0,Orthodox,195.58,200.66,185,26,32
Niklas Backstrom,Mike Wilkinson,10/4/2014,"Stockholm, Sweden",Blue,Featherweight,1,1,0,0,0,1,0,0,0,Orthodox,170.18,167.64,145,1,0,0,0,0,0,0,1,0,Orthodox,185.42,,145,27,25
Ilir Latifi,Jan Blachowicz,10/4/2014,"Stockholm, Sweden",Blue,LightHeavyweight,0,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,205,2,1,0,0,0,0,1,1,0,Orthodox,177.8,185.42,205,31,31
Tor Troeng,Krzysztof Jotko,10/4/2014,"Stockholm, Sweden",Blue,Middleweight,1,1,0,0,0,1,0,0,0,Southpaw,185.42,195.58,185,1,2,0,0,0,0,0,1,0,Orthodox,187.96,,185,25,31
Mairbek Taisumov,Marcin Bandel,10/4/2014,"Stockholm, Sweden",Red,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,177.8,,155,1,1,0,0,0,1,0,0,0,Orthodox,175.26,185.42,155,24,26
Zubaira Tukhugov,Ernest Chavez,10/4/2014,"Stockholm, Sweden",Red,Featherweight,1,1,0,0,1,0,0,0,0,Orthodox,172.72,177.8,145,1,0,0,0,0,1,0,0,0,Orthodox,172.72,172.72,145,31,23
Dustin Poirier,Conor McGregor,9/27/2014,"Las Vegas, Nevada, USA",Blue,Featherweight,3,0,0,0,0,1,2,0,0,Southpaw,175.26,187.96,155,8,2,0,0,0,3,2,3,0,Southpaw,175.26,182.88,155,26,25
Cat Zingano,Amanda Nunes,9/27/2014,"Las Vegas, Nevada, USA",Red,WomenBantamweight,2,0,0,0,0,0,2,0,0,Orthodox,172.72,175.26,145,1,0,0,0,0,0,1,0,0,Southpaw,167.64,172.72,145,26,32
Jorge Masvidal,James Krause,9/27/2014,"Las Vegas, Nevada, USA",Red,Lightweight,2,1,0,0,0,0,1,1,0,Orthodox,187.96,185.42,170,4,1,0,0,0,3,0,1,0,Orthodox,180.34,187.96,170,28,29
Donald Cerrone,Eddie Alvarez,9/27/2014,"Las Vegas, Nevada, USA",Red,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,155,11,3,0,0,0,3,4,4,0,Orthodox,185.42,185.42,155,30,31
Tim Kennedy,Yoel Romero,9/27/2014,"Las Vegas, Nevada, USA",Blue,Middleweight,4,0,0,0,0,1,3,0,0,Southpaw,182.88,185.42,185,3,0,0,0,0,2,1,0,0,Orthodox,180.34,187.96,185,37,35
Demetrious Johnson,Chris Cariaso,9/27/2014,"Las Vegas, Nevada, USA",Red,Flyweight,7,3,0,0,2,4,1,0,0,Southpaw,160.02,162.56,125,8,2,0,0,1,5,1,1,0,Orthodox,160.02,167.64,125,33,28
Dominick Cruz,Takeya Mizugaki,9/27/2014,"Las Vegas, Nevada, USA",Red,Bantamweight,7,2,0,0,3,3,1,0,0,Orthodox,170.18,175.26,135,2,0,0,0,0,2,0,0,0,Orthodox,172.72,172.72,135,30,29
Patrick Cote,Stephen Thompson,9/27/2014,"Las Vegas, Nevada, USA",Blue,Welterweight,4,1,0,0,0,1,3,0,0,Orthodox,182.88,190.5,170,7,8,0,0,1,3,2,0,0,Orthodox,180.34,190.5,170,31,34
Manvel Gamburyan,Cody Gibson,9/27/2014,"Las Vegas, Nevada, USA",Red,Bantamweight,1,1,0,0,0,0,1,0,0,Orthodox,177.8,180.34,135,4,7,0,0,0,2,0,2,0,Orthodox,165.1,170.18,135,27,33
John Howard,Brian Ebersole,9/27/2014,"Las Vegas, Nevada, USA",Blue,Welterweight,4,2,0,0,1,2,1,0,0,Southpaw,182.88,185.42,170,6,4,0,0,3,1,2,0,0,Orthodox,170.18,182.88,170,33,31
Jon Tuck,Kevin Lee,9/27/2014,"Las Vegas, Nevada, USA",Blue,Lightweight,1,1,0,0,1,0,0,0,0,Orthodox,175.26,195.58,170,2,1,0,0,0,1,1,0,0,Orthodox,180.34,185.42,155,22,30
Kiichi Kunimoto,Richard Walsh,9/20/2014,"Saitama, Japan",Red,Welterweight,1,0,0,0,0,1,0,0,0,Orthodox,182.88,185.42,170,2,0,0,0,0,0,0,1,0,Orthodox,177.8,180.34,170,25,33
Miesha Tate,Rin Nakai,9/20/2014,"Saitama, Japan",Red,WomenBantamweight,0,0,0,0,0,0,0,0,0,Orthodox,154.94,,135,1,2,0,0,0,1,0,0,0,Orthodox,167.64,167.64,135,27,28
Katsunori Kikuno,Sam Sicilia,9/20/2014,"Saitama, Japan",Red,Featherweight,3,3,0,0,0,1,2,0,0,Orthodox,172.72,170.18,145,1,1,0,0,0,1,0,0,0,Orthodox,172.72,167.64,145,28,32
Mark Hunt,Roy Nelson,9/20/2014,"Saitama, Japan",Red,Heavyweight,7,5,0,0,0,0,7,0,0,Orthodox,182.88,185.42,263,4,3,0,0,0,1,3,0,0,Orthodox,177.8,182.88,265,38,40
Yoshihiro Akiyama,Amir Sadollah,9/20/2014,"Saitama, Japan",Red,Welterweight,6,4,0,0,1,3,1,1,0,Orthodox,177.8,190.5,170,1,4,0,0,1,0,0,0,0,Orthodox,177.8,190.5,170,34,39
Alex Caceres,Masanori Kanehara,9/20/2014,"Saitama, Japan",Blue,Bantamweight,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,5,5,0,0,2,1,0,2,0,Southpaw,177.8,185.42,145,31,26
Myles Jury,Takanori Gomi,9/20/2014,"Saitama, Japan",Red,Lightweight,4,4,0,0,1,1,2,0,0,Southpaw,170.18,177.8,155,5,0,0,0,1,2,1,1,0,Orthodox,177.8,185.42,145,35,25
Kyoji Horiguchi,Jon Delos Reyes,9/20/2014,"Saitama, Japan",Red,Flyweight,0,1,0,0,0,0,0,0,0,Orthodox,167.64,170.18,125,2,0,0,0,0,1,1,0,0,Orthodox,165.1,167.64,125,27,23
Michinori Tanaka,Kyung Ho Kang,9/20/2014,"Saitama, Japan",Blue,Bantamweight,1,2,0,0,0,0,0,1,0,Orthodox,175.26,185.42,135,1,0,0,0,0,1,0,0,0,Orthodox,165.1,170.18,135,27,23
Hyun Gyu Lim,Takenori Sato,9/20/2014,"Saitama, Japan",Red,Welterweight,0,1,0,0,0,0,0,0,0,Southpaw,177.8,,170,2,1,0,0,0,0,2,0,0,Orthodox,190.5,195.58,170,29,29
Kazuki Tokudome,Johnny Case,9/20/2014,"Saitama, Japan",Blue,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,155,1,2,0,0,0,1,0,0,0,Southpaw,180.34,185.42,155,25,27
Maximo Blanco,Dan Hooker,9/20/2014,"Saitama, Japan",Red,Featherweight,1,0,0,0,0,0,1,0,0,Switch,182.88,190.5,155,2,3,0,0,0,2,0,0,0,Orthodox,172.72,180.34,145,24,30
Antonio Silva,Andrei Arlovski,9/13/2014,"Brasilia, Distrito Federal, Brazil",Blue,Heavyweight,11,4,0,0,1,1,7,2,0,Orthodox,190.5,195.58,240,2,3,0,0,0,0,2,0,0,Orthodox,193.04,208.28,264,35,34
Iuri Alcantara,Russell Doane,9/13/2014,"Brasilia, Distrito Federal, Brazil",Red,Bantamweight,2,0,0,0,1,0,0,1,0,Orthodox,170.18,177.8,135,5,3,0,0,1,2,2,0,0,Southpaw,175.26,180.34,135,28,34
Santiago Ponzinibbio,Wendell Oliveira Marques,9/13/2014,"Brasilia, Distrito Federal, Brazil",Red,Welterweight,0,0,0,0,0,0,0,0,0,Orthodox,177.8,,170,0,1,0,0,0,0,0,0,0,Orthodox,182.88,185.42,170,31,27
Jessica Andrade,Larissa Pacheco,9/13/2014,"Brasilia, Distrito Federal, Brazil",Red,WomenBantamweight,0,0,0,0,0,0,0,0,0,Orthodox,170.18,,135,2,1,0,0,1,1,0,0,0,Orthodox,154.94,157.48,115,20,22
Gleison Tibau,Piotr Hallmann,9/13/2014,"Brasilia, Distrito Federal, Brazil",Red,Lightweight,2,1,0,0,0,0,0,2,0,Orthodox,175.26,180.34,155,14,8,0,0,3,6,1,4,0,Southpaw,177.8,180.34,155,27,30
Leonardo Santos,Efrain Escudero,9/13/2014,"Brasilia, Distrito Federal, Brazil",Red,Lightweight,3,4,0,0,0,2,1,0,0,Orthodox,175.26,180.34,155,1,1,0,0,0,0,0,1,0,Orthodox,182.88,190.5,155,28,34
Igor Araujo,George Sullivan,9/13/2014,"Brasilia, Distrito Federal, Brazil",Blue,Welterweight,1,0,0,0,0,1,0,0,0,Orthodox,182.88,185.42,170,2,0,0,0,0,2,0,0,0,Orthodox,185.42,195.58,170,33,33
Godofredo Pepey,Dashon Johnson,9/13/2014,"Brasilia, Distrito Federal, Brazil",Red,Featherweight,0,1,0,0,0,0,0,0,0,Orthodox,170.18,,145,2,3,0,0,1,0,1,0,0,Orthodox,170.18,185.42,145,26,27
Paulo Thiago,Sean Spencer,9/13/2014,"Brasilia, Distrito Federal, Brazil",Blue,Welterweight,2,2,0,0,1,1,0,0,0,Orthodox,177.8,187.96,170,5,7,0,0,0,3,1,1,0,Orthodox,180.34,187.96,170,27,33
Francisco Trinaldo,Leandro Silva,9/13/2014,"Brasilia, Distrito Federal, Brazil",Red,Lightweight,0,1,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,4,3,0,0,1,0,1,2,0,Southpaw,175.26,177.8,155,28,36
Rani Yahya,Johnny Bedford,9/13/2014,"Brasilia, Distrito Federal, Brazil",Red,Bantamweight,2,3,0,0,0,0,2,0,0,Orthodox,177.8,180.34,135,4,3,0,0,0,3,0,1,0,Orthodox,167.64,170.18,135,31,30
Chris Beal,Tateki Matsuda,9/5/2014,"Ledyard, Connecticut, USA",Red,Bantamweight,0,0,0,0,0,0,0,0,0,Orthodox,170.18,,125,1,0,0,0,0,0,1,0,0,Orthodox,170.18,175.26,125,28,29
Joe Lauzon,Michael Chiesa,9/5/2014,"Ledyard, Connecticut, USA",Red,Lightweight,4,1,0,0,0,1,0,3,0,Southpaw,185.42,190.5,170,10,6,0,0,0,1,2,7,0,Orthodox,177.8,180.34,155,26,30
Jacare Souza,Gegard Mousasi,9/5/2014,"Ledyard, Connecticut, USA",Red,Middleweight,2,1,0,0,0,1,0,1,0,Orthodox,187.96,193.04,185,3,0,0,0,0,1,1,1,0,Orthodox,185.42,182.88,185,29,34
Rafael Natal,Chris Camozzi,9/5/2014,"Ledyard, Connecticut, USA",Red,Middleweight,6,5,0,0,2,2,0,1,1,Orthodox,187.96,190.5,185,5,5,0,0,0,4,0,1,0,Orthodox,182.88,195.58,185,27,31
Matt Mitrione,Derrick Lewis,9/5/2014,"Ledyard, Connecticut, USA",Red,Heavyweight,2,0,0,0,0,0,2,0,0,Orthodox,190.5,200.66,260,7,3,0,0,0,1,6,0,0,Switch,190.5,208.28,265,29,36
John Moraga,Justin Scoggins,9/5/2014,"Ledyard, Connecticut, USA",Red,Flyweight,2,1,0,0,0,1,1,0,0,Southpaw,170.18,167.64,125,3,2,0,0,1,0,1,1,0,Orthodox,167.64,167.64,125,22,30
Al Iaquinta,Rodrigo Damm,9/5/2014,"Ledyard, Connecticut, USA",Red,Lightweight,3,2,0,0,1,1,0,1,0,Orthodox,170.18,180.34,155,3,2,0,0,0,3,0,0,0,Orthodox,177.8,177.8,155,34,27
Alistair Overeem,Ben Rothwell,9/5/2014,"Ledyard, Connecticut, USA",Blue,Heavyweight,3,3,0,0,0,1,2,0,0,Orthodox,193.04,198.12,265,2,2,0,0,0,1,1,0,0,Orthodox,193.04,203.2,265,32,34
Sean Soriano,Chas Skelly,9/5/2014,"Ledyard, Connecticut, USA",Blue,Featherweight,1,1,0,0,0,0,0,1,0,Orthodox,180.34,182.88,145,0,1,0,0,0,0,0,0,0,Orthodox,175.26,,145,29,24
Chris Wade,Cain Carrizosa,8/30/2014,"Sacramento, California, USA",Red,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,172.72,,155,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,28,26
Lorenz Larkin,Derek Brunson,8/30/2014,"Sacramento, California, USA",Blue,Middleweight,2,1,0,0,0,1,0,1,0,Southpaw,185.42,195.58,185,1,3,0,0,0,1,0,0,0,Orthodox,180.34,182.88,170,30,27
Bethe Correia,Shayna Baszler,8/30/2014,"Sacramento, California, USA",Red,WomenBantamweight,0,0,0,0,0,0,0,0,0,Orthodox,170.18,,135,2,0,0,0,1,1,0,0,0,Orthodox,165.1,162.56,135,34,31
Ruan Potts,Anthony Hamilton,8/30/2014,"Sacramento, California, USA",Blue,Heavyweight,0,1,0,0,0,0,0,0,0,Orthodox,195.58,193.04,260,0,1,0,0,0,0,0,0,0,Orthodox,187.96,190.5,247,34,36
Ramsey Nijem,Diego Ferreira,8/30/2014,"Sacramento, California, USA",Blue,Lightweight,1,0,0,0,0,0,0,1,0,Orthodox,175.26,187.96,155,5,3,0,0,0,3,2,0,0,Orthodox,180.34,190.5,155,29,26
TJ Dillashaw,Joe Soto,8/30/2014,"Sacramento, California, USA",Red,Bantamweight,0,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,135,6,2,0,0,0,2,3,1,0,Orthodox,167.64,170.18,125,27,28
Yancy Medeiros,Damon Jackson,8/30/2014,"Sacramento, California, USA",Red,Lightweight,0,0,0,0,0,0,0,0,0,Switch,180.34,180.34,145,0,3,0,0,0,0,0,0,0,Orthodox,177.8,190.5,155,26,26
Tony Ferguson,Danny Castillo,8/30/2014,"Sacramento, California, USA",Red,Lightweight,7,3,0,0,1,4,2,0,0,Orthodox,175.26,180.34,155,5,1,0,0,0,1,2,1,1,Orthodox,180.34,193.04,155,35,30
Max Holloway,Clay Collard,8/23/2014,"Tulsa, Oklahoma, USA",Red,CatchWeight,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,145,5,3,0,0,1,1,2,1,0,Orthodox,180.34,175.26,145,21,22
Francis Carmont,Thales Leites,8/23/2014,"Tulsa, Oklahoma, USA",Blue,Middleweight,8,3,0,0,1,3,1,3,0,Orthodox,185.42,198.12,185,6,2,0,0,1,3,0,2,0,Orthodox,190.5,198.12,205,32,32
Mike Pyle,Jordan Mein,8/23/2014,"Tulsa, Oklahoma, USA",Blue,Welterweight,2,1,0,0,1,0,1,0,0,Orthodox,182.88,185.42,170,9,4,0,0,1,2,4,2,0,Orthodox,182.88,187.96,170,24,38
Chas Skelly,Tom Niinimaki,8/23/2014,"Tulsa, Oklahoma, USA",Red,Featherweight,1,1,0,0,1,0,0,0,0,Orthodox,175.26,175.26,145,0,1,0,0,0,0,0,0,0,Orthodox,180.34,182.88,145,32,29
James Vick,Valmir Lazaro,8/23/2014,"Tulsa, Oklahoma, USA",Red,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,155,1,0,0,0,0,0,0,1,0,Orthodox,190.5,193.04,155,29,27
Neil Magny,Alex Garcia,8/23/2014,"Tulsa, Oklahoma, USA",Red,Welterweight,2,0,0,0,1,0,1,0,0,Orthodox,175.26,182.88,170,4,2,0,0,0,3,1,0,0,Orthodox,190.5,203.2,170,27,27
Beneil Dariush,Anthony Rocco Martin,8/23/2014,"Tulsa, Oklahoma, USA",Red,Lightweight,0,1,0,0,0,0,0,0,0,Orthodox,182.88,185.42,170,1,1,0,0,0,0,0,1,0,Southpaw,177.8,182.88,155,24,25
Benson Henderson,Rafael Dos Anjos,8/23/2014,"Tulsa, Oklahoma, USA",Blue,Lightweight,10,5,0,0,0,6,2,2,0,Southpaw,172.72,177.8,155,9,1,0,0,3,5,0,1,0,Southpaw,175.26,177.8,170,29,30
Aaron Phillips,Matt Hobar,8/23/2014,"Tulsa, Oklahoma, USA",Blue,Bantamweight,0,1,0,0,0,0,0,0,0,Southpaw,177.8,177.8,135,0,1,0,0,0,0,0,0,0,Southpaw,175.26,180.34,135,27,25
Ben Saunders,Chris Heatherly,8/23/2014,"Tulsa, Oklahoma, USA",Red,Welterweight,0,0,0,0,0,0,0,0,0,Orthodox,175.26,,155,4,3,0,0,0,1,2,1,0,Orthodox,187.96,195.58,170,26,31
Wilson Reis,Joby Sanchez,8/23/2014,"Tulsa, Oklahoma, USA",Red,Flyweight,0,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,1,1,0,0,0,1,0,0,0,Southpaw,162.56,165.1,125,23,29
Roland Delorme,Yuta Sasaki,8/23/2014,"Macau, China",Blue,Bantamweight,0,0,0,0,0,0,0,0,0,Southpaw,177.8,180.34,125,3,3,0,0,0,1,0,2,0,Orthodox,175.26,180.34,135,24,30
Anying Wang,Colby Covington,8/23/2014,"Macau, China",Blue,Welterweight,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,1,0,0,0,0,0,0,0,1,Orthodox,182.88,,170,26,23
Tyron Woodley,Dong Hyun Kim,8/23/2014,"Macau, China",Red,Welterweight,10,3,0,0,1,6,3,0,0,Southpaw,187.96,193.04,170,3,2,0,0,0,0,3,0,0,Orthodox,175.26,187.96,170,32,32
Zhang Lipeng,Brendan O'Reilly,8/23/2014,"Macau, China",Red,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,170,1,0,0,0,1,0,0,0,0,Southpaw,180.34,180.34,155,27,24
Michael Bisping,Cung Le,8/23/2014,"Macau, China",Red,Middleweight,2,1,0,0,0,1,1,0,0,Southpaw,175.26,177.8,185,14,6,0,0,1,5,8,0,0,Orthodox,185.42,190.5,185,42,35
Sai Wang,Danny Mitchell,8/23/2014,"Macau, China",Red,Welterweight,0,1,0,0,0,0,0,0,0,Orthodox,187.96,,170,0,1,0,0,0,0,0,0,0,Southpaw,182.88,,170,28,28
Guangyou Ning,Jianping Yang,8/23/2014,"Macau, China",Red,Featherweight,0,0,0,0,0,0,0,0,0,Orthodox,170.18,,145,0,0,0,0,0,0,0,0,0,Southpaw,162.56,162.56,145,25,32
Alberto Mina,Shinsho Anzai,8/23/2014,"Macau, China",Red,Welterweight,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,170,0,0,0,0,0,0,0,0,0,Orthodox,182.88,195.58,170,28,32
Yao Zhikui,Royston Wee,8/23/2014,"Macau, China",Blue,Bantamweight,1,0,0,0,0,1,0,0,0,Orthodox,170.18,170.18,135,0,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,125,27,23
Elizabeth Phillips,Milana Dudieva,8/23/2014,"Macau, China",Blue,WomenBantamweight,0,0,0,0,0,0,0,0,0,Orthodox,160.02,,135,0,1,0,0,0,0,0,0,0,Orthodox,167.64,165.1,135,25,28
Gray Maynard,Ross Pearson,8/16/2014,"Bangor, Maine, USA",Blue,Lightweight,7,5,0,0,0,4,2,0,1,Orthodox,172.72,175.26,155,9,5,0,0,3,5,1,0,0,Orthodox,175.26,177.8,155,29,35
Shawn Jordan,Jack May,8/16/2014,"Bangor, Maine, USA",Red,Heavyweight,0,1,0,0,0,0,0,0,0,Switch,203.2,,255,3,3,0,0,0,0,3,0,0,Southpaw,182.88,190.5,260,33,29
Thiago Tavares,Robert Peralta,8/16/2014,"Bangor, Maine, USA",Red,Featherweight,4,2,0,0,1,1,2,0,0,Orthodox,172.72,180.34,145,8,6,0,0,0,4,1,3,0,Orthodox,170.18,177.8,145,28,29
Sara McMann,Lauren Murphy,8/16/2014,"Bangor, Maine, USA",Red,WomenBantamweight,0,0,0,0,0,0,0,0,0,Orthodox,165.1,170.18,125,1,1,0,0,0,0,1,0,0,Orthodox,167.64,167.64,135,31,33
Tim Boetsch,Brad Tavares,8/16/2014,"Bangor, Maine, USA",Red,Middleweight,7,2,0,0,1,5,1,0,0,Orthodox,185.42,187.96,185,8,6,0,0,2,3,3,0,0,Orthodox,182.88,187.96,185,26,33
Jussier Formiga,Zach Makovsky,8/16/2014,"Bangor, Maine, USA",Red,Flyweight,2,0,0,0,0,2,0,0,0,Southpaw,162.56,162.56,125,2,2,0,0,0,1,0,1,0,Orthodox,165.1,170.18,125,31,29
Ryan Bader,Ovince Saint Preux,8/16/2014,"Bangor, Maine, USA",Red,LightHeavyweight,4,0,0,1,0,0,2,1,0,Southpaw,190.5,203.2,205,10,4,0,0,0,6,3,1,0,Orthodox,187.96,187.96,205,31,31
Seth Baczynski,Alan Jouban,8/16/2014,"Bangor, Maine, USA",Blue,Welterweight,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,170,5,4,0,0,1,1,1,2,0,Orthodox,190.5,190.5,170,32,32
Tom Watson,Sam Alvey,8/16/2014,"Bangor, Maine, USA",Red,Middleweight,0,0,0,0,0,0,0,0,0,Southpaw,187.96,190.5,205,1,3,0,0,0,0,1,0,0,Orthodox,185.42,185.42,185,28,32
Nolan Ticman,Frankie Saenz,8/16/2014,"Bangor, Maine, USA",Blue,Bantamweight,0,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,135,0,0,0,0,0,0,0,0,0,Orthodox,167.64,,125,34,26
Clay Guida,Dennis Bermudez,7/26/2014,"San Jose, California, USA",Blue,Featherweight,6,1,0,0,2,2,1,1,0,Orthodox,167.64,167.64,155,11,8,0,0,3,3,1,4,0,Orthodox,170.18,177.8,155,27,32
Mike de la Torre,Brian Ortega,7/26/2014,"San Jose, California, USA",Draw,Featherweight,0,0,0,0,0,0,0,0,0,Switch,172.72,175.26,145,0,1,0,0,0,0,0,0,0,Orthodox,180.34,180.34,145,23,27
Robbie Lawler,Matt Brown,7/26/2014,"San Jose, California, USA",Red,Welterweight,12,5,0,0,0,2,9,1,0,Orthodox,182.88,190.5,170,8,4,0,0,1,2,5,0,0,Southpaw,180.34,187.96,170,33,32
Anthony Johnson,Rogerio Nogueira,7/26/2014,"San Jose, California, USA",Red,LightHeavyweight,4,2,0,0,1,1,2,0,0,Southpaw,187.96,190.5,205,8,4,0,0,0,2,6,0,0,Orthodox,187.96,198.12,205,38,30
Hernani Perpetuo,Tim Means,7/26/2014,"San Jose, California, USA",Blue,Welterweight,2,3,0,0,0,1,1,0,0,Orthodox,187.96,190.5,170,0,1,0,0,0,0,0,0,0,Orthodox,182.88,,170,30,29
Josh Thomson,Bobby Green,7/26/2014,"San Jose, California, USA",Blue,Lightweight,3,0,0,0,0,1,1,1,0,Orthodox,177.8,180.34,155,3,2,0,1,0,0,2,0,0,Orthodox,177.8,180.34,155,27,35
Daron Cruickshank,Jorge Masvidal,7/26/2014,"San Jose, California, USA",Blue,Lightweight,3,1,0,0,0,2,0,1,0,Orthodox,180.34,187.96,170,5,2,0,0,1,1,3,0,0,Switch,172.72,182.88,155,29,29
Kyle Kingsbury,Patrick Cummins,7/26/2014,"San Jose, California, USA",Blue,LightHeavyweight,1,1,0,0,0,0,1,0,0,Orthodox,187.96,193.04,205,4,4,0,0,1,2,1,0,0,Orthodox,193.04,200.66,205,33,32
Akbarh Arreola,Tiago dos Santos e Silva,7/26/2014,"San Jose, California, USA",Blue,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,145,0,0,0,0,0,0,0,0,0,Southpaw,177.8,180.34,155,27,31
Andreas Stahl,Gilbert Burns,7/26/2014,"San Jose, California, USA",Blue,Welterweight,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,170,0,0,0,0,0,0,0,0,0,Orthodox,180.34,,170,28,26
Juliana Lima,Joanna Jedrzejczyk,7/26/2014,"San Jose, California, USA",Blue,WomenStrawweight,0,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,115,0,0,0,0,0,0,0,0,0,Orthodox,165.1,165.1,115,26,32
Steven Siler,Noad Lahat,7/26/2014,"San Jose, California, USA",Blue,Featherweight,0,1,0,0,0,0,0,0,0,Orthodox,175.26,175.26,145,5,3,0,0,0,3,1,1,0,Orthodox,180.34,177.8,145,30,27
Gunnar Nelson,Zak Cummings,7/19/2014,"Dublin, Leinster, Ireland",Red,Welterweight,2,0,0,0,0,1,0,1,0,Southpaw,182.88,190.5,185,3,0,0,0,0,1,0,2,0,Switch,180.34,182.88,170,29,25
Ilir Latifi,Chris Dempsey,7/19/2014,"Dublin, Leinster, Ireland",Red,LightHeavyweight,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,185,1,1,0,0,0,0,0,1,0,Orthodox,177.8,185.42,205,26,30
Tor Troeng,Trevor Smith,7/19/2014,"Dublin, Leinster, Ireland",Blue,Middleweight,1,2,0,0,1,0,0,0,0,Orthodox,190.5,190.5,185,1,1,0,0,0,0,0,1,0,Orthodox,187.96,,185,33,31
Norman Parke,Naoyuki Kotani,7/19/2014,"Dublin, Leinster, Ireland",Red,Lightweight,0,2,0,0,0,0,0,0,0,Southpaw,172.72,167.64,155,3,1,0,0,0,3,0,0,0,Southpaw,180.34,177.8,155,32,27
Conor McGregor,Diego Brandao,7/19/2014,"Dublin, Leinster, Ireland",Red,Featherweight,4,2,0,0,0,2,0,2,0,Orthodox,170.18,162.56,145,2,0,0,0,0,1,1,0,0,Southpaw,175.26,187.96,155,27,26
Neil Seery,Phil Harris,7/19/2014,"Dublin, Leinster, Ireland",Red,Flyweight,1,3,0,0,0,1,0,0,0,Orthodox,162.56,165.1,125,0,1,0,0,0,0,0,0,0,Orthodox,162.56,162.56,125,30,34
Brad Pickett,Ian McCall,7/19/2014,"Dublin, Leinster, Ireland",Blue,Flyweight,1,3,0,0,0,1,0,0,0,Orthodox,165.1,162.56,125,4,3,0,0,1,1,1,1,0,Orthodox,167.64,172.72,135,30,35
Cathal Pendred,Mike King,7/19/2014,"Dublin, Leinster, Ireland",Red,Middleweight,0,0,0,0,0,0,0,0,0,,190.5,,185,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,170,30,26
Cody Donovan,Nikita Krylov,7/19/2014,"Dublin, Leinster, Ireland",Blue,LightHeavyweight,1,2,0,0,0,0,1,0,0,Orthodox,190.5,195.58,205,1,2,0,0,0,0,1,0,0,Orthodox,190.5,187.96,205,22,33
Paddy Holohan,Josh Sampo,7/19/2014,"Dublin, Leinster, Ireland",Red,Flyweight,1,1,0,0,0,0,0,1,0,Orthodox,162.56,162.56,125,0,0,0,0,0,0,0,0,0,Orthodox,177.8,175.26,125,29,26
