R_fighter,B_fighter,date,location,Winner,weight_class,B_wins,B_losses,B_draw,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_wins,R_losses,R_draw,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Lucas Martins,Alex White,7/16/2014,"Atlantic City, New Jersey, USA",Red,Featherweight,1,0,0,0,0,0,1,0,0,Southpaw,182.88,180.34,155,2,1,0,0,0,0,1,1,0,Southpaw,182.88,182.88,145,25,25
Rick Story,Leonardo Mafra,7/16/2014,"Atlantic City, New Jersey, USA",Red,Welterweight,0,1,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,9,6,0,0,2,4,2,1,0,Southpaw,175.26,180.34,170,25,29
Jessamyn Duke,Leslie Smith,7/16/2014,"Atlantic City, New Jersey, USA",Blue,WomenBantamweight,0,1,0,0,0,0,0,0,0,Orthodox,175.26,167.64,135,1,1,0,0,0,1,0,0,0,Orthodox,180.34,185.42,135,31,28
Donald Cerrone,Jim Miller,7/16/2014,"Atlantic City, New Jersey, USA",Red,Lightweight,13,4,0,0,0,5,2,6,0,Southpaw,172.72,180.34,155,10,3,0,0,0,3,3,4,0,Orthodox,185.42,185.42,155,30,31
Edson Barboza,Evan Dunham,7/16/2014,"Atlantic City, New Jersey, USA",Red,Lightweight,7,5,0,0,3,1,1,1,1,Southpaw,177.8,177.8,155,7,2,0,1,1,1,4,0,0,Orthodox,180.34,190.5,145,32,28
John Lineker,Alptekin Ozkilic,7/16/2014,"Atlantic City, New Jersey, USA",Red,Flyweight,1,1,0,0,1,0,0,0,0,Orthodox,165.1,165.1,125,4,2,0,0,0,1,3,0,0,Orthodox,160.02,170.18,135,28,24
Gleison Tibau,Pat Healy,7/16/2014,"Atlantic City, New Jersey, USA",Red,Lightweight,0,5,0,0,0,0,0,0,0,Orthodox,182.88,182.88,155,13,8,0,0,3,5,1,4,0,Southpaw,177.8,180.34,155,30,30
Justin Salas,Joe Proctor,7/16/2014,"Atlantic City, New Jersey, USA",Blue,Lightweight,2,1,0,0,0,1,1,0,0,Orthodox,177.8,182.88,155,3,2,0,0,1,1,1,0,0,Southpaw,172.72,177.8,155,28,32
Yosdenis Cedeno,Jerrod Sanders,7/16/2014,"Atlantic City, New Jersey, USA",Red,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,172.72,182.88,135,0,1,0,0,0,0,0,0,0,Orthodox,172.72,175.26,155,34,29
Hugo Viana,Aljamain Sterling,7/16/2014,"Atlantic City, New Jersey, USA",Blue,Bantamweight,1,0,0,0,0,1,0,0,0,Orthodox,170.18,180.34,135,3,1,0,0,1,1,1,0,0,Orthodox,167.64,170.18,135,24,31
Claudia Gadelha,Tina Lahdemaki,7/16/2014,"Atlantic City, New Jersey, USA",Red,WomenStrawweight,0,0,0,0,0,0,0,0,0,Orthodox,157.48,,115,0,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,115,26,25
Dhiego Lima,Eddie Gordon,7/6/2014,"Las Vegas, Nevada, USA",Blue,Middleweight,0,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,185,0,0,0,0,0,0,0,0,0,Orthodox,187.96,190.5,170,30,25
Justin Scoggins,Dustin Ortiz,7/6/2014,"Las Vegas, Nevada, USA",Blue,Flyweight,2,1,0,0,1,0,1,0,0,Orthodox,165.1,165.1,125,2,0,0,0,0,1,1,0,0,Southpaw,170.18,167.64,125,25,22
Adriano Martins,Juan Manuel Puig,7/6/2014,"Las Vegas, Nevada, USA",Red,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,175.26,,145,1,1,0,0,0,0,0,1,0,Southpaw,177.8,182.88,155,25,31
Jumabieke Tuerxun,Leandro Issa,7/6/2014,"Las Vegas, Nevada, USA",Blue,Bantamweight,0,1,0,0,0,0,0,0,0,Orthodox,170.18,175.26,135,0,1,0,0,0,0,0,0,0,Orthodox,170.18,,135,30,28
Jesse Ronson,Kevin Lee,7/6/2014,"Las Vegas, Nevada, USA",Blue,Lightweight,0,1,0,0,0,0,0,0,0,Orthodox,175.26,195.58,170,0,2,0,0,0,0,0,0,0,Southpaw,177.8,177.8,170,21,28
Derrick Lewis,Guto Inocente,7/6/2014,"Las Vegas, Nevada, USA",Red,Heavyweight,0,0,0,0,0,0,0,0,0,Orthodox,190.5,,205,1,0,0,0,0,0,1,0,0,Orthodox,190.5,200.66,260,28,29
Corey Anderson,Matt Van Buren,7/6/2014,"Las Vegas, Nevada, USA",Red,LightHeavyweight,0,0,0,0,0,0,0,0,0,,195.58,,205,0,0,0,0,0,0,0,0,0,Orthodox,190.5,200.66,205,28,24
Frankie Edgar,BJ Penn,7/6/2014,"Las Vegas, Nevada, USA",Red,Featherweight,12,10,0,0,0,1,6,4,1,Orthodox,175.26,177.8,155,10,5,0,0,0,7,2,1,0,Orthodox,167.64,172.72,135,35,32
Patrick Walsh,Daniel Spohn,7/6/2014,"Las Vegas, Nevada, USA",Red,LightHeavyweight,0,0,0,0,0,0,0,0,0,Southpaw,193.04,200.66,205,0,0,0,0,0,0,0,0,0,,180.34,,185,29,25
Robert Drysdale,Keith Berish,7/6/2014,"Las Vegas, Nevada, USA",Draw,LightHeavyweight,0,0,0,0,0,0,0,0,0,Orthodox,182.88,,205,0,0,0,0,0,0,0,0,0,Orthodox,190.5,,205,28,32
Sarah Moras,Alexis Dufresne,7/6/2014,"Las Vegas, Nevada, USA",Red,CatchWeight,0,0,0,0,0,0,0,0,0,Orthodox,175.26,,135,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,23,26
Chris Camozzi,Bruno Santos,7/5/2014,"Las Vegas, Nevada, USA",Blue,Middleweight,0,1,0,0,0,0,0,0,0,Orthodox,175.26,,185,6,4,0,0,2,2,0,1,1,Orthodox,187.96,190.5,185,26,27
Marcus Brimage,Russell Doane,7/5/2014,"Las Vegas, Nevada, USA",Blue,Bantamweight,1,0,0,0,0,0,0,1,0,Orthodox,170.18,177.8,135,3,1,0,0,1,2,0,0,0,Southpaw,162.56,180.34,135,27,29
Urijah Faber,Alex Caceres,7/5/2014,"Las Vegas, Nevada, USA",Red,Bantamweight,5,4,0,0,2,1,0,2,0,Southpaw,177.8,185.42,145,6,3,0,0,0,2,0,4,0,Orthodox,167.64,170.18,135,26,35
George Roop,Rob Font,7/5/2014,"Las Vegas, Nevada, USA",Blue,Bantamweight,0,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,135,5,6,0,0,1,2,2,0,0,Orthodox,185.42,182.88,135,27,32
Uriah Hall,Thiago Santos,7/5/2014,"Las Vegas, Nevada, USA",Red,Middleweight,1,1,0,0,0,0,1,0,0,Orthodox,187.96,193.04,205,1,2,0,0,0,0,0,0,1,Orthodox,182.88,200.66,185,30,29
Chris Weidman,Lyoto Machida,7/5/2014,"Las Vegas, Nevada, USA",Red,Middleweight,13,4,0,0,1,6,5,1,0,Southpaw,185.42,187.96,185,7,0,0,0,0,2,3,2,0,Orthodox,187.96,198.12,185,36,30
Ronda Rousey,Alexis Davis,7/5/2014,"Las Vegas, Nevada, USA",Red,WomenBantamweight,3,0,0,0,1,2,0,0,0,Orthodox,167.64,172.72,135,3,0,0,0,0,0,1,2,0,Orthodox,170.18,167.64,135,29,27
Kenny Robertson,Ildemar Alcantara,7/5/2014,"Las Vegas, Nevada, USA",Red,Welterweight,3,1,0,0,1,1,0,1,0,Orthodox,187.96,198.12,185,2,3,0,0,0,0,0,2,0,Orthodox,177.8,187.96,170,31,30
Luke Zachrich,Guilherme Vasconcelos,7/5/2014,"Las Vegas, Nevada, USA",Red,Middleweight,0,0,0,0,0,0,0,0,0,Orthodox,182.88,,185,0,1,0,0,0,0,0,0,0,Orthodox,187.96,187.96,185,28,32
Kevin Casey,Bubba Bush,7/5/2014,"Las Vegas, Nevada, USA",Draw,Middleweight,0,0,0,0,0,0,0,0,0,Orthodox,182.88,,185,0,1,0,0,0,0,0,0,0,Southpaw,180.34,195.58,185,28,33
Colton Smith,Diego Ferreira,6/28/2014,"San Antonio, Texas, USA",Blue,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,175.26,187.96,155,1,2,0,0,0,1,0,0,0,Orthodox,182.88,180.34,155,29,26
Johnny Bedford,Cody Gibson,6/28/2014,"San Antonio, Texas, USA",Blue,Bantamweight,0,1,0,0,0,0,0,0,0,Orthodox,177.8,180.34,135,2,2,0,0,0,0,2,0,0,Orthodox,177.8,180.34,135,26,31
Cub Swanson,Jeremy Stephens,6/28/2014,"San Antonio, Texas, USA",Red,Featherweight,10,8,0,0,1,4,4,0,1,Orthodox,175.26,180.34,145,5,1,0,0,0,1,4,0,0,Orthodox,172.72,177.8,145,28,30
Joe Ellenberger,James Moontasri,6/28/2014,"San Antonio, Texas, USA",Red,Lightweight,0,0,0,0,0,0,0,0,0,Switch,177.8,180.34,170,0,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,26,29
Cezar Ferreira,Andrew Craig,6/28/2014,"San Antonio, Texas, USA",Red,Middleweight,3,2,0,0,1,1,1,0,0,Orthodox,185.42,193.04,170,3,1,0,0,1,1,0,1,0,Southpaw,185.42,198.12,185,28,29
Ricardo Lamas,Hacran Dias,6/28/2014,"San Antonio, Texas, USA",Red,Featherweight,1,1,0,0,0,1,0,0,0,Orthodox,172.72,175.26,155,4,1,0,0,0,1,2,1,0,Orthodox,172.72,180.34,145,30,32
Kelvin Gastelum,Nicholas Musoke,6/28/2014,"San Antonio, Texas, USA",Red,Welterweight,2,0,0,0,0,1,0,1,0,Orthodox,182.88,190.5,170,3,0,0,0,2,0,0,1,0,Southpaw,175.26,180.34,185,28,22
Aleksei Oleinik,Anthony Hamilton,6/28/2014,"San Antonio, Texas, USA",Red,Heavyweight,0,0,0,0,0,0,0,0,0,Orthodox,195.58,193.04,260,0,0,0,0,0,0,0,0,0,Orthodox,187.96,203.2,240,34,37
Marcelo Guimaraes,Andy Enz,6/28/2014,"San Antonio, Texas, USA",Red,Middleweight,0,1,0,0,0,0,0,0,0,Orthodox,190.5,198.12,185,1,1,0,0,1,0,0,0,0,Orthodox,182.88,185.42,185,22,31
Ray Borg,Shane Howell,6/28/2014,"San Antonio, Texas, USA",Red,Flyweight,0,0,0,0,0,0,0,0,0,Orthodox,172.72,,125,0,1,0,0,0,0,0,0,0,Orthodox,162.56,160.02,135,30,20
Clint Hester,Antonio Braga Neto,6/28/2014,"San Antonio, Texas, USA",Red,Middleweight,1,0,0,0,0,0,0,1,0,Orthodox,190.5,195.58,185,3,0,0,0,0,1,1,0,1,Orthodox,187.96,195.58,205,26,27
Jake Matthews,Dashon Johnson,6/28/2014,"Auckland, New Zealand",Red,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,170.18,,145,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,26,19
Neil Magny,Rodrigo de Lima,6/28/2014,"Auckland, New Zealand",Red,Welterweight,0,0,0,0,0,0,0,0,0,Orthodox,170.18,,155,3,2,0,0,0,3,0,0,0,Orthodox,190.5,203.2,170,23,26
Soa Palelei,Jared Rosholt,6/28/2014,"Auckland, New Zealand",Blue,Heavyweight,2,0,0,0,0,2,0,0,0,Orthodox,187.96,190.5,265,3,1,0,0,0,0,3,0,0,Orthodox,193.04,205.74,265,27,36
Richie Vaculik,Roldan Sangcha'an,6/28/2014,"Auckland, New Zealand",Red,Flyweight,0,0,0,0,0,0,0,0,0,Orthodox,162.56,,125,0,1,0,0,0,0,0,0,0,Orthodox,167.64,175.26,125,23,31
James Te Huna,Nate Marquardt,6/28/2014,"Auckland, New Zealand",Blue,Middleweight,10,6,0,0,0,4,4,2,0,Orthodox,182.88,187.96,185,5,3,0,0,0,2,3,0,0,Orthodox,187.96,190.5,185,35,32
Hatsu Hioki,Charles Oliveira,6/28/2014,"Auckland, New Zealand",Blue,Featherweight,5,5,0,0,0,0,0,5,0,Orthodox,177.8,187.96,155,3,3,0,0,1,2,0,0,0,Orthodox,180.34,185.42,145,24,30
Chris Indich,Vik Grujic,6/28/2014,"Auckland, New Zealand",Blue,Welterweight,0,1,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,0,1,0,0,0,0,0,0,0,,177.8,,170,37,27
Robert Whittaker,Mike Rhodes,6/28/2014,"Auckland, New Zealand",Red,Welterweight,0,1,0,0,0,0,0,0,0,Orthodox,185.42,187.96,170,2,2,0,0,0,1,1,0,0,Orthodox,182.88,185.42,185,24,23
Dan Hooker,Ian Entwistle,6/28/2014,"Auckland, New Zealand",Red,Featherweight,0,0,0,0,0,0,0,0,0,Orthodox,165.1,,135,0,0,0,0,0,0,0,0,0,Switch,182.88,190.5,155,27,24
Gian Villante,Sean O'Connell,6/28/2014,"Auckland, New Zealand",Red,LightHeavyweight,0,1,0,0,0,0,0,0,0,Orthodox,185.42,187.96,205,1,2,0,0,0,0,1,0,0,Orthodox,190.5,193.04,230,30,28
Rory MacDonald,Tyron Woodley,6/14/2014,"Vancouver, British Columbia, Canada",Red,Welterweight,3,1,0,0,0,0,3,0,0,Orthodox,175.26,187.96,170,7,2,0,0,0,4,2,1,0,Orthodox,182.88,193.04,170,32,24
Demetrious Johnson,Ali Bagautinov,6/14/2014,"Vancouver, British Columbia, Canada",Red,Flyweight,3,0,0,0,0,2,1,0,0,Orthodox,162.56,165.1,125,7,2,0,0,1,4,1,1,0,Orthodox,160.02,167.64,125,29,27
Ryan Bader,Rafael Cavalcante,6/14/2014,"Vancouver, British Columbia, Canada",Red,LightHeavyweight,1,1,0,0,0,0,1,0,0,Orthodox,185.42,187.96,205,9,4,0,0,0,5,3,1,0,Orthodox,187.96,187.96,205,34,31
Andrei Arlovski,Brendan Schaub,6/14/2014,"Vancouver, British Columbia, Canada",Red,Heavyweight,6,3,0,0,0,2,3,1,0,Orthodox,193.04,198.12,245,10,4,0,0,0,1,7,2,0,Orthodox,190.5,195.58,240,31,35
Ovince Saint Preux,Ryan Jimmo,6/14/2014,"Vancouver, British Columbia, Canada",Red,LightHeavyweight,3,2,0,0,0,1,2,0,0,Orthodox,185.42,185.42,205,3,0,0,1,0,0,1,1,0,Southpaw,190.5,203.2,205,32,31
Valerie Letourneau,Elizabeth Phillips,6/14/2014,"Vancouver, British Columbia, Canada",Red,WomenBantamweight,0,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,135,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,115,27,31
Yves Jabouin,Mike Easton,6/14/2014,"Vancouver, British Columbia, Canada",Red,Bantamweight,3,3,0,1,0,1,1,0,0,Southpaw,167.64,177.8,135,4,3,0,0,3,1,0,0,0,Orthodox,170.18,172.72,135,30,35
Daniel Sarafian,Kiichi Kunimoto,6/14/2014,"Vancouver, British Columbia, Canada",Blue,Welterweight,1,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,170,1,2,0,0,0,0,0,1,0,Orthodox,175.26,185.42,185,33,31
Roland Delorme,Michinori Tanaka,6/14/2014,"Vancouver, British Columbia, Canada",Blue,Bantamweight,0,0,0,0,0,0,0,0,0,Orthodox,165.1,170.18,135,3,2,0,0,0,1,0,2,0,Orthodox,175.26,180.34,135,23,30
Jason Saggo,Josh Shockley,6/14/2014,"Vancouver, British Columbia, Canada",Red,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,185.42,,155,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,155,24,28
Kajan Johnson,Tae Hyun Bang,6/14/2014,"Vancouver, British Columbia, Canada",Blue,Lightweight,0,1,0,0,0,0,0,0,0,Switch,175.26,180.34,155,0,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,155,31,30
John Dodson,John Moraga,6/7/2014,"Albuquerque, New Mexico, USA",Red,Flyweight,3,1,0,0,1,0,1,1,0,Orthodox,167.64,167.64,125,4,1,0,0,0,1,3,0,0,Orthodox,160.02,167.64,135,30,29
Benson Henderson,Rustam Khabilov,6/7/2014,"Albuquerque, New Mexico, USA",Red,Lightweight,3,0,0,0,0,1,1,0,1,Orthodox,172.72,185.42,155,8,1,0,0,3,5,0,0,0,Southpaw,175.26,177.8,170,27,30
Yves Edwards,Piotr Hallmann,6/7/2014,"Albuquerque, New Mexico, USA",Blue,Lightweight,1,1,0,0,0,0,0,1,0,Orthodox,175.26,180.34,155,10,9,0,0,1,2,5,2,0,Southpaw,175.26,185.42,155,26,37
Diego Sanchez,Ross Pearson,6/7/2014,"Albuquerque, New Mexico, USA",Red,Lightweight,7,4,0,0,0,4,2,0,1,Orthodox,172.72,175.26,155,13,7,0,0,2,6,5,0,0,Southpaw,177.8,182.88,170,29,32
Bobby Voelker,Lance Benoist,6/7/2014,"Albuquerque, New Mexico, USA",Blue,Welterweight,1,2,0,0,0,1,0,0,0,Southpaw,180.34,182.88,170,0,3,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,25,35
Yaotzin Meza,Sergio Pettis,6/7/2014,"Albuquerque, New Mexico, USA",Blue,Bantamweight,1,1,0,0,0,1,0,0,0,Orthodox,167.64,175.26,125,1,2,0,0,0,0,0,1,0,Orthodox,175.26,180.34,145,20,33
Erik Perez,Bryan Caraway,6/7/2014,"Albuquerque, New Mexico, USA",Blue,Bantamweight,3,1,0,0,0,0,0,3,0,Orthodox,172.72,172.72,135,4,1,0,0,0,1,2,1,0,Orthodox,172.72,172.72,135,29,24
Rafael Dos Anjos,Jason High,6/7/2014,"Albuquerque, New Mexico, USA",Red,Lightweight,2,2,0,0,0,1,0,1,0,Southpaw,172.72,185.42,155,9,5,0,0,0,6,1,2,0,Southpaw,172.72,177.8,155,32,29
Scott Jorgensen,Danny Martinez,6/7/2014,"Albuquerque, New Mexico, USA",Red,Flyweight,0,1,0,0,0,0,0,0,0,Orthodox,167.64,170.18,125,3,5,0,0,0,1,1,1,0,Orthodox,165.1,167.64,135,28,31
Patrick Cummins,Roger Narvaez,6/7/2014,"Albuquerque, New Mexico, USA",Red,LightHeavyweight,0,0,0,0,0,0,0,0,0,Southpaw,190.5,,185,0,1,0,0,0,0,0,0,0,Orthodox,187.96,193.04,205,30,33
Jon Tuck,Jake Lindsey,6/7/2014,"Albuquerque, New Mexico, USA",Red,Lightweight,0,0,0,0,0,0,0,0,0,Switch,180.34,,155,1,1,0,0,0,1,0,0,0,Orthodox,180.34,185.42,155,27,29
Paulo Thiago,Gasan Umalatov,5/31/2014,"Sao Paulo, Brazil",Blue,Welterweight,0,1,0,0,0,0,0,0,0,Orthodox,180.34,180.34,170,5,6,0,0,0,3,1,1,0,Orthodox,180.34,187.96,170,31,33
Rony Jason,Robert Peralta,5/31/2014,"Sao Paulo, Brazil",Blue,Featherweight,3,2,0,0,0,1,2,0,0,Orthodox,172.72,180.34,145,4,1,0,0,0,1,2,1,0,Orthodox,170.18,185.42,145,28,30
Stipe Miocic,Fabio Maldonado,5/31/2014,"Sao Paulo, Brazil",Red,Heavyweight,4,3,0,0,1,2,1,0,0,Orthodox,185.42,190.5,205,5,1,0,0,0,3,2,0,0,Orthodox,193.04,203.2,240,34,31
Rodrigo Damm,Rashid Magomedov,5/31/2014,"Sao Paulo, Brazil",Blue,Lightweight,1,0,0,0,0,1,0,0,0,Orthodox,175.26,177.8,155,3,1,0,0,1,1,0,1,0,Orthodox,170.18,180.34,155,29,34
Marcio Alexandre Junior,Warlley Alves,5/31/2014,"Sao Paulo, Brazil",Blue,Middleweight,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,0,0,0,0,0,0,0,0,0,Southpaw,182.88,190.5,185,23,25
Demian Maia,Alexander Yakovlev,5/31/2014,"Sao Paulo, Brazil",Red,Welterweight,0,0,0,0,0,0,0,0,0,Southpaw,190.5,187.96,155,12,6,0,0,0,5,1,6,0,Southpaw,185.42,182.88,170,29,36
Vitor Miranda,Antonio Carlos Junior,5/31/2014,"Sao Paulo, Brazil",Blue,Heavyweight,0,0,0,0,0,0,0,0,0,Orthodox,187.96,200.66,185,0,0,0,0,0,0,0,0,0,Orthodox,185.42,195.58,185,24,35
Elias Silverio,Ernest Chavez,5/31/2014,"Sao Paulo, Brazil",Red,Lightweight,1,0,0,0,1,0,0,0,0,Orthodox,172.72,177.8,145,2,0,0,0,0,2,0,0,0,Orthodox,180.34,185.42,155,30,27
Pedro Munhoz,Matt Hobar,5/31/2014,"Sao Paulo, Brazil",Red,Bantamweight,0,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,135,0,1,0,0,0,0,0,0,0,Orthodox,167.64,165.1,135,27,27
Edimilson Souza,Mark Eddiva,5/31/2014,"Sao Paulo, Brazil",Red,Featherweight,1,0,0,0,0,1,0,0,0,Orthodox,172.72,172.72,145,1,0,0,0,1,0,0,0,0,Orthodox,182.88,187.96,145,28,29
Ricardo Abreu,Wagner Silva,5/31/2014,"Sao Paulo, Brazil",Red,Middleweight,0,0,0,0,0,0,0,0,0,Orthodox,182.88,,170,0,0,0,0,0,0,0,0,0,Orthodox,180.34,,185,27,30
Marcos Rogerio de Lima,Richardson Moreira,5/31/2014,"Sao Paulo, Brazil",Red,Heavyweight,0,0,0,0,0,0,0,0,0,Orthodox,187.96,,185,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,253,30,28
Francis Carmont,CB Dollaway,5/31/2014,"Berlin, Germany",Blue,Middleweight,8,5,0,0,1,3,2,2,0,Orthodox,187.96,193.04,185,6,1,0,0,1,3,0,2,0,Orthodox,190.5,198.12,205,30,32
Nick Hein,Drew Dober,5/31/2014,"Berlin, Germany",Red,Lightweight,0,1,0,0,0,0,0,0,0,Southpaw,172.72,177.8,155,0,0,0,0,0,0,0,0,0,Southpaw,167.64,167.64,155,25,30
Vaughan Lee,Iuri Alcantara,5/31/2014,"Berlin, Germany",Blue,Bantamweight,4,3,0,0,1,2,1,0,0,Southpaw,175.26,180.34,135,3,3,0,0,0,2,0,1,0,Orthodox,167.64,167.64,125,33,31
Luke Barnatt,Sean Strickland,5/31/2014,"Berlin, Germany",Blue,Middleweight,1,0,0,0,0,0,0,1,0,Orthodox,185.42,193.04,185,3,0,0,0,0,1,1,1,0,Orthodox,198.12,195.58,185,23,26
Mark Munoz,Gegard Mousasi,5/31/2014,"Berlin, Germany",Blue,Middleweight,1,1,0,0,0,1,0,0,0,Orthodox,187.96,193.04,185,8,4,0,0,1,3,4,0,0,Orthodox,182.88,180.34,185,28,36
Tom Niinimaki,Niklas Backstrom,5/31/2014,"Berlin, Germany",Blue,Featherweight,0,0,0,0,0,0,0,0,0,Orthodox,185.42,,145,1,0,0,0,1,0,0,0,0,Orthodox,175.26,175.26,145,24,31
Peter Sobotta,Pawel Pawlak,5/31/2014,"Berlin, Germany",Red,Welterweight,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,170,0,3,0,0,0,0,0,0,0,Southpaw,182.88,190.5,170,25,27
Magnus Cedenblad,Krzysztof Jotko,5/31/2014,"Berlin, Germany",Red,Middleweight,1,0,0,0,0,1,0,0,0,Southpaw,185.42,195.58,185,1,1,0,0,0,0,0,1,0,Orthodox,195.58,200.66,185,24,32
Andy Ogle,Maximo Blanco,5/31/2014,"Berlin, Germany",Blue,Featherweight,1,3,0,0,0,1,0,0,0,Orthodox,172.72,180.34,145,1,3,0,0,0,1,0,0,0,Orthodox,172.72,175.26,145,30,25
Viktor Pesta,Ruslan Magomedov,5/31/2014,"Berlin, Germany",Blue,Heavyweight,0,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,242,0,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,240,27,23
Michael Chiesa,Francisco Trinaldo,5/24/2014,"Las Vegas, Nevada, USA",Red,Lightweight,4,2,0,0,1,0,1,2,0,Southpaw,175.26,177.8,155,3,1,0,0,0,0,0,3,0,Southpaw,185.42,190.5,170,35,26
Daniel Cormier,Dan Henderson,5/24/2014,"Las Vegas, Nevada, USA",Red,LightHeavyweight,7,5,0,0,2,3,2,0,0,Orthodox,180.34,187.96,185,3,0,0,0,0,2,1,0,0,Orthodox,180.34,182.88,235,43,35
Tony Ferguson,Katsunori Kikuno,5/24/2014,"Las Vegas, Nevada, USA",Red,Lightweight,1,0,0,0,0,1,0,0,0,Orthodox,172.72,167.64,145,4,1,0,0,0,1,1,1,1,Orthodox,180.34,193.04,155,32,30
Takeya Mizugaki,Francisco Rivera,5/24/2014,"Las Vegas, Nevada, USA",Red,Bantamweight,3,2,0,0,0,1,2,0,0,Orthodox,172.72,177.8,135,6,2,0,0,3,2,1,0,0,Orthodox,170.18,175.26,135,32,30
Jamie Varner,James Krause,5/24/2014,"Las Vegas, Nevada, USA",Blue,Lightweight,1,1,0,0,0,0,0,1,0,Orthodox,187.96,185.42,170,3,4,0,0,1,0,1,1,0,Orthodox,172.72,180.34,155,27,29
Renan Barao,TJ Dillashaw,5/24/2014,"Las Vegas, Nevada, USA",Blue,Bantamweight,5,2,0,0,0,2,2,1,0,Orthodox,167.64,170.18,125,7,0,0,0,0,3,2,2,0,Orthodox,167.64,177.8,145,28,27
Robbie Lawler,Jake Ellenberger,5/24/2014,"Las Vegas, Nevada, USA",Red,Welterweight,8,3,0,0,1,2,4,0,1,Orthodox,175.26,180.34,170,7,4,0,0,1,2,4,0,0,Southpaw,180.34,187.96,170,29,32
Chris Holdsworth,Chico Camus,5/24/2014,"Las Vegas, Nevada, USA",Red,Bantamweight,2,2,0,0,0,2,0,0,0,Orthodox,167.64,167.64,125,1,0,0,0,0,0,0,1,0,,180.34,,135,29,26
Al Iaquinta,Mitch Clarke,5/24/2014,"Las Vegas, Nevada, USA",Blue,Lightweight,1,2,0,0,0,1,0,0,0,Orthodox,177.8,185.42,155,3,1,0,0,0,3,0,0,0,Orthodox,177.8,177.8,155,28,27
Anthony Njokuani,Vinc Pichel,5/24/2014,"Las Vegas, Nevada, USA",Blue,Lightweight,1,1,0,0,0,1,0,0,0,Orthodox,177.8,182.88,155,3,3,0,0,0,2,1,0,0,Orthodox,185.42,190.5,155,31,34
Sam Sicilia,Aaron Phillips,5/24/2014,"Las Vegas, Nevada, USA",Red,Featherweight,0,0,0,0,0,0,0,0,0,Southpaw,175.26,180.34,135,2,3,0,0,0,0,2,0,0,Orthodox,172.72,170.18,145,24,28
David Michaud,Li Jingliang,5/24/2014,"Las Vegas, Nevada, USA",Blue,Welterweight,0,0,0,0,0,0,0,0,0,Orthodox,182.88,180.34,170,0,0,0,0,0,0,0,0,0,Orthodox,175.26,,155,26,25
Neil Magny,Tim Means,5/10/2014,"Cincinnati, Ohio, USA",Red,Welterweight,2,2,0,0,0,1,1,0,0,Orthodox,187.96,190.5,170,2,2,0,0,0,2,0,0,0,Orthodox,190.5,203.2,170,30,26
Matt Brown,Erick Silva,5/10/2014,"Cincinnati, Ohio, USA",Red,Welterweight,4,3,0,0,0,0,2,2,0,Orthodox,182.88,187.96,170,11,5,0,0,0,2,8,1,0,Orthodox,182.88,190.5,170,29,33
Soa Palelei,Ruan Potts,5/10/2014,"Cincinnati, Ohio, USA",Red,Heavyweight,0,0,0,0,0,0,0,0,0,Orthodox,187.96,190.5,247,2,1,0,0,0,0,2,0,0,Orthodox,193.04,205.74,265,36,36
Erik Koch,Daron Cruickshank,5/10/2014,"Cincinnati, Ohio, USA",Blue,Lightweight,4,2,0,0,1,1,2,0,0,Switch,172.72,182.88,155,3,2,0,0,0,1,2,0,0,Southpaw,177.8,180.34,170,28,25
